Akun nya trnyata pke limit klo mau tanpa batas hrs verifikasi. Mau Verifikasi akunnya malah dipersulit pdhl lg butuh bgt buat tf k bank lain jd tak uninstall aja maaf.	negative
Nunggu flip bisa pakai VA buat transfer.	neutral
Woi balikin uang istri gua gila udh di transfer history transfer tidak ditemukan!?! Fix yg mau transfer lwt flip hati hati penipuan!! Mana woy balikin	negative
Kebodohan orang Indonesia koq ga ilang2 ya? Developer dpt komisi dr bank krn jadi agen/mitra, developer dpt uang dr iklan aplikasi, developer dpt uang dr saldo flip yg kita simpan, trs user dpt apaan? rame2 ngasih rating 5 bintang biar makin bnyk orng yg dibodohin? INSTALL CUMA BUAT NGEREVIEW TRS GW UNINSTALL, BYEE...	negative
fasilitas Tranfer ke Bank BTN g bsa. Kurang asyik....	negative
Kirai flip akan membantu malah buat saya kecewa suruh unggah bukti tf ke flip uda saya unggah,,,eh katanya flip tdk menemukan hasil pencarian unggahan tf saya Suruh unggah lagi Saya ungga,,tetap bgtu gak bsa dicari,,,unggah lagi sampe bolak balik tetap gak bsa Gak tau salah dimananya saya Sementara uang saya direkening uda berkurang Padahal saya butuh cpt jd malah lambat Nyesal sya pke flip klo jd seribet ini	negative
Baru pertama nyoba. Udah transfer tapi gatau kenapa mutasi transfer belum d temukan mulu 😈😈😈 kecewa nyesel udah donload. Trus uangku gimana	negative
Saya sudah batalkan transaksi tersebut ingin mengembalikan dana tersebut ,masih keadaan pengecekan tolong dipercepat ya	neutral
Banyak gangguan seperti di bank, udah Melakukan request transfer 12 jam belum di proses setelah transaksi dibatalkan pengembalian uang refund juga belum dikirim. Dimenu bantuan ataupun email flip juga tidak membantu sama sekali dichat ga ada balasan dan solusinya. mohon diperbaiki masalah serius ini sehingga membuat orang jadi berpikir dua kali buat transfer pake aplikasi ini.	negative
Uang 400 rb sy trlanjur masuk ke flip.mau refun gak bisa.balikin uang sy...udh berkali2 unggah bukti tf.ktanya gak d temukan.jangan pakai aplikasi iki.email lama respon chat lama respon.	negative
Klo urgent mending jgn pake apk ini bos, bisa jadi penghambat malah flip nya, mending ke potong 6500 dari pada tf harus nunggu berhari-hari	negative
marik	neutral
"Update selanjutnya tambahin bank Jatim Donk min. Tar kalo ada penambahan ""Bank Jatim"" saya kasih full bintang nya"	negative
kenapa saya pakai apk ini sering keluar sendiri,,mohon diperbaiki lagi	negative
Tolong dong di perbaiki lagi,masa saya udah transfer ko blum masuk2 transaksi nya,jangan menipu pelanggan ya?	negative
Tidak meyakinkan..baru mau buat akun trus verifikasi dri nomor hp aja..eeh kode nya salah..pdhal kode udah sesuai..tapi tetap aja salah..	negative
Aplikasi β@ng§@t...sistem nggak karuan... ngarang2 alasan... dihubungi malah lari...firefund baliknya berhari2...@n√|ng betul kalian	negative
Kecewa dengan plip nga biasanya transaksi lama	negative
Sama aja kena cas ini penipuan,cacad minta refund lama, transfer juga lama, disitunya kirim uang gratis tapi kena chas juga. Saya mau refund+uang cas nya. Aplikasi apaan ini	negative
Transaksi terlalu lama bosan menunggu	negative
Percobaan pertama amat sangat lama. Cuma mau hemat biaya admin aja harus tunggu sampe berjam jam(dan masih proses). Kalo udah berhasil langsung auto uninstall.	negative
Aplikasi gak jelas, cek aja tidak ditemukan terus eh akun tiba2 dibekukan. Gila	negative
Kok gak bisa d download yah? Aneh banget.	negative
tambahkan bank BPD DIY 🙏	neutral
G dibuka seminggu hrs masuk lagi capek mengingat email.. makasih..😪	negative
Please deh.org2 yg kasih bintang 5 tpi komen isi keluhan Pinter dikit lah Klo kalian kasih bintang 5 nih aplikasi gak bakal diperbaiki sistemnya klo ratingnya belum anjlok Seharusnya kalian mikir gmn biar pengelola aplikasi nggak ngentengin.mikirnya halah, rating masih bagus.gak usah diperbaikin.gtu jadinya. Saya udah lama pake aplikasi ini dan dari awal saya kasih bintang 1 berharap ada perubahan tapi malah makin parah. Bintang 1 itu bukan buat ngerusak bisnis yg punya aplikasi, tp byr diprbaik	negative
Jelik banget	negative
semakin menunggu lama sekitar 30 menit	negative
Maaf bintang satu, Transfer dr BRI SYARI'AH bermasalah.. kapan bisanyaa	negative
Aplikasi buruk kodenya 576 tapi saya salah pencet 567 uang gak kembali gimana nih mind bantu donk kalau pengen maju aplikasinya uang saya gak kembali 500rb gimana ini	negative
Apl taik sudah buat akun,,,pas mau masuk Ng bisa katanya email salah padahal sudah benar ini mohon diperhatikan,,,	negative
Verifikasi lama betul. Mau kirim 10jt ke atas ga bisa. Ok uninstal dulu tggu	negative
Sue	negative
Kecewa ngirim uang gasampe sampe	negative
Lupa password ribet. Ktnya ikuti ptunjuk yg dkirim via email tp gamasuk2 di email	negative
Susah gak ada bank jambi,,,	negative
Wah kenapa ini kok jadi lama tolong di tingkatkan bukan lagi 10menit nih lebih dari 5 jam udaah di unggah bukti tf malah minta di unggah lagi.. masa mau refund lagi ooh flip live chat juga ga responsif lama juga😭😭😭.. Seharian ini mau refund lama bgt dari malem sampe pagi.. live chat no respon sebenernya kenapa sih SANGAAAATTTT !! mengecewakan nih	negative
Gak guna	negative
Tiap transfer ke rek mandiri selalu lama, udh nunggu 10mnt tp masih blm masuk. Akhirnya sy batalkan dan minta refund tp masih sangat lama krn uang itu untuk dipakai cpt bkn uang santai. Di chat tdk balas di tlpn sibuk. Plis setelah refund ini sy akan uninstal krn jelek sekali sistem dan respon nya😭😭	negative
Flip sekarang lama.	negative
Kirim pulsa lambat ini belum masuk... Tlpon operator sibuk trus.. Gmn ini flip? 😡	negative
Rese nih flip entah ngapain aja petugas nya lambat proses nya setiap bli pulsa atau pket data atau token listrik	negative
Loadingnya lama, cuma ngisi pulsa sampai 10-15 menit,	negative
Ga Jelas flip ini mau bertanysk aja tidak mau men jawab nya	negative
Belum bisa ke BTN ya?	neutral
Apaan bolak balik reset kode..udh dibilang lupa kode bukak email balik lagi gitu...orng mau cepet malah jadi lama..bad	negative
sy disuruh update tp ga bs2, biasa lancar aja..knp nih flip	negative
Heran minta perbaharui... Tpi gak bisa diperbaharui.... Maksudnya gimana...	negative
Coba kasih kejelasan Gak selesai selesai verifikasi akun nya,? Misal kan gak terverifikasi yah kasih notif gagal terverifikasih gitu	negative
Satu aja dulu saya baru gabung belum tau kelebihanya apa kekuranganya apa	neutral
Kalo plif bisa beli pulsa all operator gak dibawah 20 ribu	negative
Versi skrg gk bisa transaksi untuk domisili negara Sudan. Padahal versi sebelumnya bisa. Terimakasih	negative
Verifikasi gagal mulu, padahal kode terisi otomatis. Gagal paham	negative
Sekarang lama banget pengecekan transaksi nya	negative
Tolong jika terjadi gangguan berikan notifikasi nya dong jngan SDH di transfer baru gangguan	negative
Tlg flip. Kok gak bisa install ya di play store muter Mulu dr kmrn	negative
adminya ngantuk... nama saya salah ketik nama...	negative
Sudah 1 (Satu?) minggu lebih tidak ada kabar di terima atau di tolak tentang verifikasi akun	negative
gimana si mau reset pasword aja balik lagi balik lagi muter muter gk jelas arahannya!	negative
Saat verifikasi foto ktp error terus	negative
Jelek	negative
Dari pagi td sampai saat ini sy tidak bisa mengupdate flip sehingga flib nya tdk bisa digunakan seharian ini. Mohon bantuannya supaya walopun blm terupdate tp flip tetap bisa digunakan.	negative
Ganti password susah,padahal aplikasi yg minta di perbarui	negative
Knpa ya flip gk bisa di pake suruh verifikasi akun udh giliran foto KTP sama dengn pemilik ya gk mau	negative
baru mau verifikasi akun z udah error terus,,,jadi males mau pake aplikasi ini,,,bikin darah tinggi,,, ngabisin waktu aza,,, udah saya hapus, trs download lg,,ttp z error,,pas masuk mau upload ktp,,,aplikasi malah balik lg,,,trs2an gitu,,,males betulll,,,,	negative
Kebanyakan update nih.. terakhir bulan nov minta diupdate, sekarang des minta update lagi.. 😑 lama lama nanti tiap hari suruh update..	negative
Sangat mengecewakan... sore ini saya coba transfer ke BRI dan dalam aplikasi dijanjikan 10 menit, tp sdh lebih dari 10 menit ternyata gak ditransfer dan kasih alasan bahwa sdg ada gangguan dgn pihak BRInya... sangat kecewa banget...	negative
Saya sudah transfer tapi di aplikasi tertera dibatalkan dan uang juga blm sampai	negative
Aplikasi bagus, tapi sayang susah verifikasi Kmrn terkahir mau tf muncul melebihi limit, Tolong d bantu min .	negative
kapok pake flip transfer-nya ga sampe. chat CS nya gaada respon sama sekali...	negative
dodol developernya	negative
Gagal minta bukti mulu heran deh pdhl udh kirim bukti msh gagal jg, trs mauny gmn Di refund pun jg lama bgt Udh komplen blm ad tanggapan jg	negative
Katanya 14 bank d indonesia. Bank daerah aja gk ada. Aplikasi sampah.	negative
Aplikasi tidak memuaskan Saya salah nominal transfer Mau refund dana di persulit Ampun dahhh	negative
Aku lupa password dan untuk reset sudah ku coba berulang kali tidak bisa😭	negative
Saya sudah coba apk ini tapi karena lupa password saya tidak bisa masuk akun saya. Tidak ada kelanjutan arahan setelah dapat link dr flip. Minta arahan di layanan bantuan pun tidak ada jawaban jadi bagaimana selanjutanya????	negative
belum bisa tranfer ke bank daerah, seperti bank sumsel, maaf kasih bintang 1 aja	negative
Saya kira kalo tranfer langsungdiproses nyatanya nunggu besok 07-20:00 Kenapa gk bisalangsung diproses langsung aja.. Kenapa mesti nunggu.. Udah disruh nunggu 10menit.. Udah tf nunggu lagi sampai besok. Padahalsaya perlu cepat	negative
Gak jelas bgt udh jelas² di verifikasi masih aja slah,padahal no nya bener,yg bener aja dong abis²in data ajaa,tolong dong saya gk bsa masuk gra2 verefikasi	negative
Aplikasi jadul Uang saya hilang gak ada yg masuk Apikasi penipu Yg mau coba aplikasi ini GK usah dicoba	negative
Tidak bisa melakukan refund! Uang 100ribu melayang!	negative
Bulan Oktober kemarin sempat puas banget sama aplikasi ini. Tapi cuma karena lupa password. Udah saya ikuti petunjuk suruh masukan email dan reset tapi setelah di klik tautan yg di email malah suruh masukin email lagi. Ga ada arahan lebih lanjut. Makasih banyak udah bikin kecewa dan saya minta data saya tolong di hapus.	negative
Flip knp saya mo verifikasi akun keluar terus si	negative
maaf ya sy kasih bintang 1 dl,,soalnya sy nga bisa masuk ke aplikasi flip bya,,padahal sy udah verifikasi,,begitu di upted yg terbaru malah nga bisa masuk,,tolong flip,,knp salah terus,,katanya masuk email dan paswod,,udah di masuk tp bga bisa juga,,ketik lupa paswod,,katanya ligat email,,lihat email tp nga ada pemberitahuan nya	negative
Transfer lambat Ndak bisa dipercaya Kecewa saya	negative
Baru mencoba menggunakan , sudah tf masih belum ada notif sukses, Suruh nunggu 10 menit untuk pengecekan , Masih dapat kendala ,suruh upload bukti transfer , sudah saya upload ,surung nunggu lagi proses 10 menit , Belum ada notif transaksi sukse juga,, Entahlaahhh ,, Saya pikir tadinya cukup mudah	negative
Verifikasi akun mulu	negative
Turunin jadi bintang 1 dulu, skrg malah jadi lebih lama pengecekannya, tadinya cuma 10 menit skrg jadi 25 menit..	negative
Dear, flip sy belum pernah daftar, ini pertama kali download dan mau buat akun, tp knp nomor sy keterangannya sudah terdaftar. Mohon bantuannya untuk di cek kembali. Dan sy melanjutkan pembuatan akun kembali. Terima kasih. Untuk rating dan ulasannya, kedepan akan sy perbaiki jika udah bisa.	neutral
Bagus sekali aplikasinya Untuk masuk aja tidak bisa bagaimana untuk transaksi? Bakal bikin kecewa pengguna. Diperbaiki bug aplikasinya!!!	negative
Kok rekening gue gak ketemu2 dr subuh transfer..menang gratis admin tp kok ribet atuh mendingan transfer lgsg aja dah sesama bank😂liat rating dan comment nya bagus2 maka nya coba eh malah kok sial ya udah setengah hari masa rekening nya gak ketemu2 katanya,auto minta refund lah😐	negative
ini aplikasi ribet dan gak jelas. daftar aja susah padahal saya uda ngisi data dengan benar dan sudah berulang kali.	negative
Aplikasi yg sangat buruk. Bukan nya untung malah buntung 😡	negative
Repot	negative
Transaksi 2 x lancar, trx ke 3 4 uang gak masuk padahal udah bener nominal sama rek nya. Komplain juga diem2 bae flip nya? Jd, gmana duit aing?	negative
Sumpah saya bener benef kecewa aama flip masa dari kemarin telfon cs sibuk terus terus transaksi saya nyangkut gatau dimana nasib uang saya , 3jt bukan uang sedikit . Ini penipuan apa gmba	negative
Maaf boss saya kasih rate 1, Saya sudah melakukan verifikasi diri agar dapat akun premium, sudah hampir 1 minggu g ada tanda rejeck atau approve, gantung, keterangannya sedang menunggu verifikasi, di apk sebelah aja max tu 1x24 jam, nunggunya g kelamaan boss, Sory akhirnya uninstal, instal lg klo udah bener apknya.	negative
Awalnya suka, tapi kalau update pasti akunnya keluar sendiri. Dan ketika mau masuk susah banget, padahal pass sama email bener. Soalnya di catet. Tapi ga bisa.masuk. di lupa password malah balik reset lagi reset lagi. Maaf saya kasih 1 bintang karena emg belum jdi yang terpercaya.	negative
Knp hrs masuk lagi kite mana inget email nya	negative
Prosesnya pasti tapi lama nunggunya	negative
jangan download... aplikasi sampah lemot bnget limit dikit bnget error trs	negative
Saya transfer untung aja 10 rb gak terkirim kirim	negative
Kecewa sama flip dah nunggu 1 jam duit gk ter tf	negative
Saya mau masuk lg pakai email masa pasword salah/email salah padahal itu sdh sesui emal dan paswor saya	negative
Aflikasi flip:Tranfer antar Bank ini sangat membantu dan kemudahan untuk kirim mengirim aman bebas dari ganguan kejahatan dan tindakan teror terhadap kita saya suka	negative
takut ada masalah jadi maaf saya gak bisa lanjut.	negative
Slow respon bgt adminnya mau ganti data aja susah sampe berhari hari blm ke ganti2 juga datanya	negative
"Aplikasi sampah,sudah top up udah 2 hari uang gak masuk"",anjink memamng"	negative
Lemot	negative
apaan ini setelah pengajuan pengembalian uang aplikasinya nggak bisa di buka dah rugi jadi pengalaman aja jangan instal apk ini	negative
Cuma bisa 2x transfer dengan total 500.000 setelah itu sudah gak bisa lagi.	negative
Maaf ach ulasannya jelek semua Saya uninstall aja takut kejebak	negative
Ini gmn ko verifikasi data lebih dari 1 hari gak selesai juga? Gimana saya mau transfer dana nya. Coba dong diperbaiki.	negative
Bank jateng dong	negative
Kode otp selalu salah, sudah diulang berkali2	negative
Untuk pengecekan rekening tujuan mohon dipercepat kembali, terimakasih.	neutral
Untuk dana refund yang tidak kunjung di urus,	negative
Tidak ada bank BTN.....auto uninstall	negative
Ribet udah ribet lama banget nunggu pengecekan uang masuk terus isi pulsa pun lama saldo gabisa balik lagi , nyesel banget	negative
Jangan download aplikasi ini, cuma pembohongan, saya sudah transfer uang direkng berkurang katanya gg ada uang masuk pdhal udah dikasih bukti transfer	negative
Mau ngirim ke bank muamalat., cek nama gak valid terus	negative
Saya ganti ulasan positif jadi negatif kritis, karena aplikasinya ga bermutu ga praktis, transfer uang ke rekening lain 150rb statusnya pengecekan terus ampe 1 jam ngguin, pas dibatalkan dan refund ga bisa karena uang udh trlanjur di transfer ke rek penerima rugi 150rb gua, hati2 sama aplikasi ini, lama slow respon	negative
Proses loading nya terlalu lama dan juga lama sekali saat proses ssudah kita mentransfer uang.saat kita bali token listriknya juga sangat lama proses pngriman digit nya	negative
Flip sial,pengecekan lama kali,bodoh aplikasi ini,tertunggak duit orang Uda 2 x di coba juga masih sial betul	negative
Sial banget nih aplikasi,minta bantuan sama cs nya malah jawabnya muter muter.katanya setelah pendaftaran KTP dan yang lain nya di konfirmasi 1 × 24 jam.sampai saat ini belum juga ada respon malah di suruh kirim ulang lewat email..ini maksud nya apa,padahal data KTP saya sudah ada di sana..hati hati woy data kalian bisa di salahgunakan.	negative
Maaf bintang satu dulu, saya minta kejelasan tentang uang yang saya tf ke rekening flip mengapa belum bisa ditemukan? Dan selalu meminta unggah Bukti transfer sudah saya lakukan berkali-kali tetap tidak bisa ditemukan. Itu bagaimana solusinya? Saya padahal sudah melapor ke email-nya pun juga tidak ada tanggapan? Mohon responnya. Ini urusan uang masalahnya.	negative
Saya mengalami kendala dalam konfirmasi email...sampai sekarang blm bisa saya pake aplikasi nya...konfirmasi emailnya lamaaaaaaaa banget ga ada keterangan apapun pas saya tekan konfirmasi email,malah biru layar saya....	negative
Sangat2 buruk, kecewa bngt.. udah 6 hari verifikasi akun tapi blm di verifikasi sampai sekarang.. Di mintain foto Ktp , Sim, KK Udah di kirim semua datanya malah blm di verifikasi.. Aplikasi aneh, malah jadi takut data yg di kirim di salahgunakan :( Maaf bukan memburuk2an aplikasi ini tapi itulah yg saya dpt..	negative
Tolong lah cepat replay chat...ini kok lamaa uangnya saya btuh loh...kok.gini sih aplikasi flip nya... 😩😩😩😩😩 FT34825919 itu ID saya .. Saya minta refund aja uangnya...	negative
Susah amat kalau mau transfer	negative
Ini jam kerjanyaa setiap hari apaa aja sih senin sampe minggu Ini udah jam 8 juga kok belum ada paket dataku masuk. Sudah jam kerjaa juga	negative
Dari sekian banyak komentar tidak satupun yg di balas oleh aplikasi Flip artinya aplikasi ini tidak bisa merespon komentar anda, lalu bagaimana jika ada sesuatu hal yg tidak diinginkan dgn aplikasi ini.. Dmn tempat pengaduannya... Bagaimana bentuk pertanggung jawabannya... Hati2 ini urusan uang...	negative
Agag rempong pake FLIP. Krna apa??? Kalo gak konfirmasi sudah kirim, transaksi dibatalkan tp Salo Gue berkurang. Ampun dehhh. Ribet. Kalo dibatalkan mbok yaaa saldo kembali bisa ga? Udah lagi kalo mao Refund ribet. Nggak jelas nominal yg harus direfund berapa dan rekening yg harus ditulis yg mana.... NGGAK PRAKTIS!!	negative
sayang banget ga bisa ke panin sama btn	negative
Tidak bisa unggah foto verifikasi	negative
Iyah gratis tapi ada kode uniknya hahaa	negative
Flip flip lucu sekali wkwkwk	negative
Setiap masukkan kode verifikasi selalu salah padahal nonya sudah sesuai	negative
jelek banget aplikasi ini untung saya belum tranfer uang jutaan baru puluhan ribu saya coba trf kereg.pribadi sendiri 1hari ga masuk besoknya langsung hang aplikasinya	negative
Akun saya masih verifikasi >24 jam, saya ngga rekomendasi kan ini, padahal ngga boleh sembarang kasih foto KTP, hati2 bisa di salah gunakan apps ini. Jadikan saya pelajaran.	negative
Lama masuknya	negative
Mau log in aja gak bisa2 Sudah reset paswod gak bisa, dasar aneh Dasar aplikasi brengsek, gak guna, bikin emosi	negative
Udah didownload eh gx bisa kepake, ngabisin kuota aja	negative
bagus cuma kudu nunggu verifikasi soalnya tfan pertama lebih dari 500,pas mau tf lagi tunggu kudu verifikasi sehari,dah mau 2 hari gabisa belom diverifikasi juga	negative
Proses verifikasi nya Lama	negative
Buruk	negative
Áàààààà	negative
Saya ko tidak bisa isi saldo di aplikasi nya...	negative
Aplikasi bagus, tapi promo nya nipu. Katanya casback 25rbu bagi pengguna pertama yang sudah di verivikasi minimal 100rbu. Ada notifikasi itu langsung transfer, Sampai sekarang gak ada tuh casback. Chat live agent, katanya kuota dibatasi 😅 marketing banget klo begitu caranya. Sama saja bilang ada promo cashback tapi tidak ada casback	negative
Kok setiap saya verifikasi identitas, setiap selesai ambil gambar ktp, langsung keluar dgn sendirinya, mengecewakan	negative
Knpa layanan chat nya gak ad respon y,	negative
Kenapa untuk bank danamon gak ada ya	negative
JANGAN DOWNLOAD GUYS, PROSESNYA LAMA BANGET, UDAH KIRIM,BUKTI TRANSFER MALAH DIBILANG TIDAK DITEMUKAN BUKTI TRANSFER, KARENA KELAMAAN GUE MINTA REFUND LAH, GUE TELPON, DIA MINTA KODE ID TRANSAKSI PAS DICEK ADA KAN, NAH YG GUE HERAN KENAPA PAS GUE KIRIM BUKTI TRANSFER GUE DIA BILANG GA DITEMUKAN KAN ANEH, MAU NIPU2 YA	negative
Aplikasi ngentod cocok di kasih bintang 1 akan saya boom rating bintang 1 dengan buzzer sebelum kau kembalikan saldo saya yg kau tahan 10jt	negative
Mau tranfer ke flip juga gak bisa kok... Berarti GX bisa dipakaiini aplikasi	negative
Kok kode verifikasi salah trus sihh.. padahal yg dikirim itu doang	negative
Telpon cs tidak pernah menanggapi, minta unggah bukti trs padahal udah diunggah.	negative
Hati hati aja pakai aplikasi ini,,katanya transfernya sdh berhasil padahal gak masuk.	negative
Saya Uninstall mau masuk/daftar susah, dibilang e-mail/no telp sudah terdaftar. Bisa jadi mungkin iya pernah daftar, tapi giliran ke menu lupa pasword setelah mengisi kolom email dan cek email lalu saya klik link yg tertera di email balik lagi ke halaman isi kolom email.. Lau saya isi lagi kolom email dan cek email lagi lalu saya klik link yg masuk ke email... Balik lagi ke halaman isi kolom email... Begitu terus muter2 sampai saya ulang 4x.... Bagaimana sih ini... Error tuh! !!	negative
Flip via chat tidak direspon, saya transfer tggl 04/12/20 jam 14.32 dari BCA ke BTPN status sukses namun di mutasi BTPN tidak ada uang masuk.	negative
Admin mau tanya kenapa saat ferifikasi foto KTP langsung lenyap...? Trus kembali ke aplikasi untuk buka kembali aplikasinya Mohon penjelasannya..	neutral
Jadi ceritanya uang kita di pinjem selama 10menit 😅	neutral
Sayang, topup via indomaret gak ada	negative
Ketika teman saya mengirim uang ke saya, apkah tanpa alamat bisa?	neutral
"Bagaimana sih ini aplikasi flip Saya sudah transfer .. Tpi ga masuk"" ke rekening tujuan padahal udh ada buktinya juga tetep aja ga dikirim.. Truz juga di batalkan sama pihak flip Padahal di rekening saya sudah kemakan Ini bagaimana urusannya duit udh masuk tpi di batalkan trus juga di telpon sedang sibuk mulu.. Sesibuk apa sih sampe ga di angkat"	negative
Tolong dong flip saya gak bisa dibuka padahal sy sudah reset password tapi tetap gagal,gimana caranya?? Karena sy terbantu trnsfer ke bank lain dngn mudah	negative
Gimana sh ni apk,buat akun susah banget udh masukin no dengan benar dan kodenya dikirim gliran di veriifikasi gagal terus,sialan	negative
Aplikasi dan pelayanan buruk. Verifikasi sendiri force close, verifikasi via cs udah terverifikasi malah di downgrade alesan fotonya ga jelas. Kalo ga jelas kok bisa berhasil terverifikasi wkwk modus pencurian identitas	negative
lama sekali untuk melakukan transaksi banyak kendalany dan lambat sekali cs ny pun dihubungi susah dan tidak cepat responnya	negative
Verifikasi nya kelamaan, udah 2 hari kerja belum juga terverifikasi	negative
Kacau nih, uang saya belum balik, transaksi lamanya minta ampuunn..	negative
Sebenarnya suka banget sm apk ini, tapi terpaksa sy kurangi bintangnya karena flip masih belum kerjasama dengan Bank BTN. kan itu bank pemerintah juga, kenapa tidak di ajak kerjasama??	negative
Aplikasi eror salah password terus padahal ngga pernah ganti, giliran d reset malah ngga bisa2	negative
